id,label
399399,NOT
194431,NOT
711449,NOT
614199,NOT
598133,OFF
814781,OFF
485804,OFF
838315,OFF
495190,OFF
944423,NOT
525212,NOT
301590,NOT
526301,NOT
455695,NOT
919102,OFF
880471,OFF
979777,NOT
978298,OFF
959176,OFF
449702,NOT
807524,NOT
299807,NOT
965249,NOT
248716,NOT
518181,NOT
833616,NOT
226285,NOT
959533,NOT
617676,NOT
827301,OFF
326397,NOT
702871,NOT
838661,OFF
576679,NOT
814918,OFF
666241,NOT
137889,NOT
496096,OFF
246483,NOT
673259,NOT
826321,NOT
806397,NOT
827421,OFF
470689,OFF
747016,NOT
638742,NOT
956679,OFF
476058,OFF
412075,OFF
767250,NOT
820274,OFF
131829,NOT
679031,NOT
911239,NOT
704396,NOT
419712,NOT
285936,NOT
894800,NOT
417691,NOT
409714,NOT
499197,NOT
802739,OFF
655586,OFF
480342,OFF
321334,NOT
839932,NOT
615300,NOT
504823,NOT
888441,OFF
857206,NOT
200550,NOT
195243,NOT
693264,OFF
409105,NOT
148651,NOT
940893,OFF
999213,NOT
899079,OFF
970139,NOT
423397,OFF
457704,OFF
513256,NOT
497643,OFF
599455,NOT
493443,NOT
369403,NOT
681331,OFF
760205,NOT
970203,OFF
270946,NOT
739491,NOT
428067,NOT
940794,NOT
724365,NOT
759203,NOT
506354,OFF
570175,NOT
549148,OFF
297830,NOT
805580,OFF
184344,NOT
879832,NOT
699902,NOT
741149,NOT
793391,NOT
941289,OFF
527460,OFF
535065,NOT
689348,NOT
839175,NOT
358920,OFF
220444,NOT
369144,NOT
286655,NOT
950089,NOT
341920,NOT
706005,OFF
377515,NOT
345039,OFF
705710,NOT
594474,NOT
712808,NOT
753449,NOT
586744,NOT
631129,OFF
792367,OFF
213340,NOT
580939,NOT
330519,NOT
421779,OFF
245620,NOT
182457,NOT
803852,NOT
964344,OFF
289678,NOT
601234,NOT
975675,NOT
595263,NOT
382971,NOT
159341,NOT
800754,NOT
497341,NOT
405350,NOT
438144,NOT
527673,NOT
701463,NOT
553160,OFF
140400,NOT
943598,NOT
154843,NOT
486613,NOT
517473,NOT
527955,NOT
617712,NOT
613558,NOT
517441,OFF
711252,NOT
878188,OFF
228487,NOT
264306,OFF
393499,NOT
505482,NOT
669138,OFF
364625,NOT
236221,NOT
199284,NOT
297768,OFF
588947,NOT
444489,NOT
521174,NOT
515256,OFF
662014,NOT
348661,OFF
333159,NOT
193222,NOT
165426,NOT
564018,NOT
562061,OFF
491105,NOT
102255,NOT
722224,NOT
156305,OFF
721434,NOT
241455,NOT
648032,NOT
195476,NOT
125262,OFF
604680,NOT
472870,NOT
505295,NOT
893887,NOT
890081,NOT
426406,NOT
856436,NOT
244956,NOT
794396,NOT
787347,NOT
850573,OFF
300718,OFF
412121,NOT
172711,NOT
126533,NOT
191522,OFF
620740,NOT
895279,NOT
156235,NOT
265911,OFF
614920,NOT
106678,NOT
681029,NOT
276411,OFF
787921,NOT
621029,OFF
391206,NOT
103723,OFF
819905,NOT
248565,NOT
792299,OFF
224491,OFF
110320,OFF
657656,OFF
601989,NOT
520625,NOT
326339,OFF
334443,NOT
158080,OFF
115229,OFF
179723,NOT
971991,NOT
474144,NOT
341955,NOT
444037,OFF
174694,NOT
946066,OFF
520421,OFF
282470,NOT
576749,NOT
171273,NOT
203288,NOT
416112,NOT
986326,OFF
922884,NOT
192029,NOT
173110,NOT
858627,NOT
644985,OFF
670735,NOT
964509,NOT
780293,NOT
260487,NOT
643849,NOT
949811,NOT
620654,NOT
543749,NOT
944975,NOT
402224,NOT
195913,NOT
718211,NOT
830423,NOT
810940,NOT
958027,OFF
343920,NOT
115096,OFF
125786,OFF
518109,NOT
135620,OFF
187700,NOT
178049,NOT
786047,NOT
373536,NOT
197048,NOT
830409,NOT
362502,OFF
235077,NOT
430828,NOT
189148,NOT
304574,NOT
909215,OFF
604612,NOT
921557,NOT
610868,NOT
247318,NOT
908906,OFF
662300,OFF
927703,NOT
833495,NOT
997959,NOT
681601,OFF
875949,NOT
246164,OFF
590719,NOT
687336,NOT
958939,OFF
946081,OFF
723083,NOT
152569,OFF
661688,OFF
322902,NOT
968222,NOT
699843,NOT
987273,NOT
128045,OFF
134149,OFF
407698,OFF
561089,OFF
117876,NOT
320543,NOT
965190,OFF
484777,OFF
916514,NOT
320889,NOT
317283,NOT
668178,NOT
333981,OFF
233895,NOT
857110,NOT
567955,NOT
520201,NOT
461681,OFF
153391,NOT
300560,NOT
622628,NOT
356192,NOT
100093,OFF
516095,NOT
103039,NOT
239047,NOT
970587,NOT
389455,OFF
153633,NOT
935263,NOT
114405,NOT
951495,NOT
827529,NOT
110148,OFF
340979,NOT
332774,OFF
335687,NOT
163210,NOT
553229,NOT
285105,OFF
553857,NOT
177535,OFF
353541,OFF
270410,NOT
860157,OFF
797984,OFF
604784,NOT
856643,NOT
931425,NOT
424451,NOT
157835,OFF
710165,NOT
959953,NOT
768236,NOT
405847,OFF
530949,OFF
337754,OFF
242070,NOT
542768,NOT
244666,NOT
533876,NOT
336172,NOT
901114,NOT
443200,NOT
483243,NOT
466607,NOT
228312,NOT
277020,OFF
360949,NOT
728630,NOT
647224,NOT
267490,NOT
480174,NOT
530859,OFF
486089,OFF
666743,NOT
694600,NOT
447201,NOT
294415,NOT
132572,NOT
778895,NOT
894587,NOT
767466,NOT
205656,NOT
408113,NOT
680807,NOT
711050,NOT
414816,NOT
469933,OFF
711236,OFF
723698,NOT
276880,NOT
728412,OFF
875526,NOT
781732,NOT
238512,OFF
476339,OFF
472685,NOT
434589,NOT
897387,NOT
829136,OFF
441437,NOT
616994,OFF
551643,OFF
673847,NOT
681935,NOT
551555,NOT
994654,NOT
542201,NOT
856905,NOT
220148,NOT
681382,NOT
867051,NOT
867706,NOT
528697,OFF
538968,NOT
383409,NOT
536679,NOT
808290,NOT
927487,NOT
646606,NOT
274362,OFF
295031,NOT
828247,NOT
502169,NOT
620792,OFF
320607,NOT
808144,NOT
697055,NOT
652967,NOT
283930,NOT
929394,NOT
323918,NOT
647827,NOT
123392,OFF
131144,NOT
586389,NOT
990653,OFF
882390,NOT
478551,NOT
798637,NOT
132833,NOT
299806,NOT
190928,NOT
790163,NOT
927114,NOT
436424,NOT
287000,OFF
367124,NOT
669491,NOT
921683,OFF
734324,NOT
759334,NOT
872789,OFF
547629,NOT
276918,NOT
354471,NOT
362231,NOT
628144,NOT
390088,NOT
284513,NOT
529603,OFF
447638,NOT
489719,NOT
169245,OFF
662236,NOT
110813,OFF
774164,OFF
669671,OFF
110799,OFF
875390,NOT
648652,NOT
771211,NOT
849826,OFF
226502,NOT
921548,NOT
304561,OFF
775313,NOT
943272,NOT
128030,NOT
902694,OFF
180992,OFF
672226,NOT
648489,OFF
266740,NOT
715111,OFF
491950,NOT
465086,NOT
240415,NOT
270362,NOT
587792,NOT
295198,NOT
478477,NOT
763901,NOT
205015,NOT
284010,OFF
390396,OFF
546084,NOT
227211,NOT
154655,NOT
662617,NOT
489125,NOT
353189,NOT
526805,NOT
331980,OFF
821197,NOT
591639,NOT
650827,NOT
442444,OFF
438764,NOT
274717,NOT
799578,NOT
795033,NOT
110372,NOT
433127,NOT
417754,NOT
773885,NOT
197808,NOT
557147,NOT
522720,NOT
508804,NOT
644753,NOT
684624,NOT
827475,NOT
748144,NOT
605994,OFF
545299,NOT
892770,NOT
812554,NOT
206411,NOT
983070,OFF
631482,NOT
284613,NOT
422948,NOT
507274,NOT
131691,NOT
266111,NOT
418297,NOT
499031,NOT
300499,NOT
315334,NOT
727577,OFF
233008,OFF
468101,OFF
996185,NOT
609087,NOT
490534,NOT
967525,NOT
713454,NOT
311587,NOT
544951,NOT
359168,NOT
513348,NOT
665431,NOT
814647,OFF
322370,OFF
168324,OFF
414173,NOT
782564,NOT
521157,NOT
194247,OFF
373920,OFF
211866,NOT
491319,NOT
956739,OFF
266179,NOT
737027,OFF
244796,NOT
291194,NOT
649307,NOT
255571,NOT
629572,NOT
758447,NOT
947363,NOT
308776,NOT
406041,NOT
942429,NOT
529700,OFF
894073,OFF
416116,NOT
579567,OFF
178446,OFF
322763,NOT
307485,OFF
124375,OFF
226685,NOT
854073,NOT
433502,NOT
821629,NOT
512856,OFF
423462,NOT
929821,NOT
966706,NOT
381283,NOT
585165,OFF
223020,OFF
916643,NOT
745599,NOT
626952,OFF
530708,NOT
745944,NOT
613554,NOT
750324,NOT
456413,OFF
377979,NOT
794174,NOT
596118,NOT
275512,NOT
736624,NOT
435900,OFF
478589,NOT
462266,NOT
482490,NOT
554583,OFF
869414,OFF
598428,NOT
270726,NOT
138585,NOT
867444,OFF
155477,NOT
428995,NOT
476930,OFF
828752,OFF
285284,NOT
295350,NOT
186673,NOT
541600,NOT
117636,NOT
256405,OFF
880833,NOT
400144,NOT
328203,NOT
572851,NOT
890717,NOT
659302,NOT
836706,NOT
498743,NOT
641773,NOT
398803,NOT
244442,OFF
866585,NOT
482955,NOT
364146,NOT
312462,NOT
829888,OFF
877338,NOT
717216,NOT
322659,OFF
777772,NOT
734996,OFF
246223,NOT
174162,NOT
270825,OFF
152307,OFF
574713,OFF
597273,NOT
880128,OFF
615057,NOT
255908,OFF
864688,NOT
647481,NOT
116146,NOT
875288,NOT
117157,NOT
263966,OFF
612036,OFF
737639,NOT
809940,OFF
875833,OFF
921905,NOT
806802,NOT
918674,OFF
240052,NOT
120695,NOT
809299,NOT
159259,NOT
606745,NOT
458723,OFF
553243,OFF
137694,NOT
876414,NOT
782805,NOT
419874,NOT
996774,NOT
643422,NOT
942204,NOT
436253,NOT
261587,NOT
345931,NOT
592205,NOT
304987,NOT
953237,NOT
666177,NOT
283288,OFF
457290,NOT
400105,NOT
582604,NOT
639733,OFF
358554,NOT
911069,NOT
949924,NOT
203901,NOT
418781,NOT
182100,NOT
557855,NOT
349188,NOT
784962,NOT
327783,OFF
740165,NOT
434289,NOT
326756,NOT
640016,OFF
352022,NOT
781071,NOT
344317,NOT
210735,NOT
671461,NOT
484739,OFF
422250,NOT
628200,NOT
998901,NOT
893553,OFF
201613,NOT
259998,OFF
938821,NOT
651946,OFF
721795,NOT
778343,NOT
899731,NOT
406321,NOT
181332,NOT
623389,NOT
692480,NOT
568747,NOT
345668,NOT
229096,NOT
853039,NOT
304277,OFF
618439,NOT
959331,NOT
878258,NOT
932294,NOT
932350,OFF
844277,OFF
940694,NOT
151754,NOT
105549,NOT
168294,NOT
682400,OFF
460685,OFF
460421,NOT
767640,NOT
664471,NOT
301600,OFF
161963,OFF
676915,NOT
653986,NOT
190336,OFF
139461,OFF
575085,NOT
600527,OFF
958911,NOT
571787,NOT
327826,OFF
486970,NOT
971167,NOT
829877,OFF
876291,OFF
461759,OFF
951677,NOT
996395,NOT
856839,OFF
598645,NOT
244556,OFF
167259,NOT
370570,NOT
732302,NOT
166788,NOT
333874,OFF
252288,NOT
156584,NOT
681591,NOT
517649,OFF
909037,NOT
313444,NOT
272081,NOT
335678,NOT
844442,OFF
592702,OFF
666448,OFF
770755,NOT
643910,NOT
686733,NOT
103521,NOT
747102,NOT
544295,NOT
339549,NOT
506536,OFF
730299,NOT
970326,NOT
635572,NOT
484547,OFF
725218,OFF
245628,NOT
204760,NOT
466582,NOT
388677,NOT
796826,NOT
288167,NOT
607924,NOT
179322,NOT
876581,NOT
901546,OFF
810735,NOT
717402,NOT
986485,OFF
677187,OFF
167889,OFF
327808,NOT
347143,NOT
608911,NOT
353649,NOT
945884,NOT
200469,NOT
437804,NOT
772029,OFF
160409,NOT
387113,NOT
499330,OFF
667972,NOT
393784,NOT
372278,NOT
969039,OFF
305117,NOT
921030,OFF
749311,NOT
799456,OFF
385528,OFF
739468,NOT
620982,NOT
182317,NOT
515761,OFF
782101,NOT
827047,NOT
658051,OFF
694277,NOT
967624,NOT
742304,NOT
848808,NOT
256269,NOT
446977,NOT
186873,NOT
681954,NOT
994720,NOT
331724,NOT
579906,NOT
364958,NOT
825175,OFF
526321,OFF
940967,NOT
367623,NOT
482835,NOT
579253,NOT
374313,OFF
354780,NOT
964640,NOT
458313,NOT
661717,NOT
563014,NOT
512836,NOT
967725,OFF
870442,NOT
841977,NOT
154368,NOT
712646,NOT
947289,OFF
310120,NOT
975343,NOT
985696,NOT
923681,NOT
813100,NOT
183271,OFF
928891,NOT
600880,NOT
545020,NOT
398373,OFF
827271,NOT
849557,NOT
133362,NOT
997109,OFF
990821,NOT
674935,NOT
466407,OFF
462683,OFF
868634,NOT
428612,OFF
541962,NOT
405739,NOT
780097,NOT
323725,OFF
773033,NOT
206627,OFF
512849,NOT
624968,NOT
894941,NOT
264945,NOT
878256,NOT
537585,NOT
641156,NOT
399795,NOT
855984,NOT
748943,NOT
489589,OFF
180916,NOT
618619,NOT
734745,NOT
582141,NOT
192635,NOT
476577,OFF
214795,NOT
199866,NOT
757054,NOT
914153,OFF
727582,OFF
170663,NOT
349093,NOT
729217,NOT
643881,NOT
709215,OFF
872766,NOT
134005,NOT
508846,NOT
756997,NOT
474551,NOT
364891,NOT
950656,NOT
112348,NOT
565741,NOT
745121,NOT
447854,NOT
617104,OFF
397177,NOT
996377,OFF
108985,NOT
477286,NOT
758186,NOT
958972,OFF
673368,NOT
110366,NOT
639989,NOT
977741,NOT
682910,NOT
835387,NOT
445513,NOT
740113,NOT
750279,OFF
739432,NOT
312512,OFF
767461,NOT
475988,OFF
175451,NOT
746664,NOT
936171,NOT
999176,OFF
284952,NOT
354785,NOT
164525,OFF
614239,NOT
934546,NOT
761783,OFF
637200,NOT
774326,NOT
497156,NOT
900196,NOT
687573,OFF
467057,NOT
887378,OFF
629529,NOT
863747,OFF
434798,NOT
127553,NOT
186692,NOT
367492,OFF
815877,NOT
368012,NOT
579263,NOT
841231,OFF
523700,OFF
167153,NOT
874255,NOT
643528,NOT
422528,NOT
101441,NOT
310420,OFF
336915,NOT
496861,OFF
399083,NOT
231769,NOT
543547,OFF
298277,NOT
222285,NOT
905087,NOT
642721,NOT
159616,NOT
783283,NOT
505316,NOT
739806,NOT
446710,NOT
378650,NOT
928528,NOT
114356,NOT
992502,NOT
704089,NOT
688465,NOT
528304,OFF
966099,NOT
699466,NOT
805433,NOT
839745,NOT
632114,OFF
188336,NOT
942665,OFF
375068,OFF
488218,NOT
134721,NOT
574386,NOT
303172,NOT
140002,NOT
543405,NOT
666706,NOT
534305,NOT
379306,NOT
219820,NOT
304722,OFF
558099,NOT
326808,OFF
869259,NOT
787065,NOT
857230,NOT
258924,NOT
122674,NOT
149074,NOT
104074,OFF
893132,OFF
227187,NOT
265830,NOT
474728,NOT
637085,NOT
624839,OFF
627086,NOT
300305,NOT
915152,NOT
982516,NOT
226645,NOT
758968,OFF
499508,NOT
498448,NOT
761739,OFF
143453,NOT
548385,NOT
261730,NOT
380997,NOT
686835,NOT
383626,NOT
849348,NOT
117883,NOT
403174,NOT
591921,NOT
336304,NOT
452012,OFF
921639,NOT
169243,NOT
142641,NOT
230492,NOT
580607,OFF
992022,NOT
681204,NOT
558369,NOT
116374,NOT
931258,NOT
554220,NOT
179845,OFF
647761,NOT
944342,OFF
433387,OFF
802641,OFF
720393,OFF
224241,NOT
127376,NOT
145221,NOT
510398,OFF
146711,NOT
958805,OFF
207145,NOT
829490,NOT
939520,NOT
175133,NOT
825880,NOT
959463,OFF
861454,NOT
535273,NOT
678188,NOT
951200,NOT
212995,NOT
666078,NOT
438064,NOT
877651,NOT
280992,OFF
851745,NOT
501775,NOT
360231,NOT
616416,NOT
691079,NOT
298376,NOT
142558,OFF
784819,NOT
874304,OFF
746960,NOT
616019,NOT
387615,NOT
588028,NOT
911566,NOT
758814,OFF
840073,NOT
840277,OFF
371074,NOT
983423,NOT
976031,NOT
427449,NOT
764347,NOT
495762,NOT
785311,OFF
716093,NOT
498167,NOT
297922,NOT
813906,NOT
967863,NOT
801005,NOT
178662,NOT
332312,NOT
390171,NOT
194690,OFF
492904,NOT
398293,NOT
663411,NOT
280792,OFF
297128,NOT
321681,NOT
857012,OFF
938548,NOT
695667,NOT
632377,OFF
464713,NOT
114529,NOT
799182,NOT
699298,NOT
881808,NOT
403383,NOT
892271,OFF
663783,NOT
589795,NOT
434680,NOT
639676,NOT
176309,OFF
314315,NOT
545182,OFF
114422,NOT
488040,NOT
239836,NOT
439181,NOT
907343,NOT
850746,NOT
372195,NOT
470071,NOT
820958,NOT
286355,NOT
264527,NOT
983168,NOT
437694,NOT
625223,NOT
548740,NOT
626332,NOT
890309,NOT
401504,NOT
325704,NOT
763293,OFF
519806,OFF
210314,NOT
310830,NOT
926934,OFF
884785,NOT
415419,NOT
270452,NOT
117880,OFF
295344,OFF
610685,NOT
834980,NOT
579097,NOT
109641,NOT
116939,NOT
810072,NOT
724479,NOT
738226,NOT
521942,NOT
371848,NOT
366024,NOT
874645,NOT
939523,NOT
983948,NOT
892274,OFF
920475,OFF
943169,NOT
533344,NOT
748922,NOT
627556,OFF
290507,OFF
991096,NOT
183017,NOT
932375,NOT
790808,NOT
133138,NOT
657796,NOT
858905,OFF
363405,NOT
569001,NOT
988197,OFF
527734,NOT
316808,NOT
131385,OFF
593726,NOT
250739,OFF
910118,NOT
292048,NOT
484535,NOT
264202,NOT
496794,NOT
306277,NOT
767452,NOT
721283,NOT
173481,NOT
198471,NOT
371822,NOT
608055,NOT
740086,NOT
286526,NOT
967695,NOT
594998,NOT
478980,NOT
115324,NOT
777270,NOT
758989,OFF
296165,NOT
678751,NOT
385080,OFF
332984,OFF
752159,OFF
526235,NOT
163745,NOT
703445,NOT
577379,NOT
809253,OFF
344822,NOT
584232,OFF
910014,NOT
419318,NOT
688674,NOT
481477,NOT
935635,NOT
373602,NOT
642671,OFF
817889,NOT
151502,NOT
376528,NOT
176681,NOT
723776,NOT
765532,OFF
584072,NOT
487919,NOT
440661,NOT
573777,NOT
514350,NOT
864002,OFF
703676,NOT
977694,NOT
703386,NOT
664115,NOT
581145,NOT
833158,NOT
635317,NOT
396176,NOT
606293,NOT
611331,NOT
926619,OFF
542114,NOT
486416,OFF
687440,NOT
855634,NOT
804541,NOT
854512,NOT
286745,NOT
369699,OFF
335929,NOT
504473,NOT
868146,NOT
328216,OFF
240885,NOT
200761,NOT
283118,NOT
562628,OFF
515630,NOT
778730,NOT
800506,NOT
234773,NOT
578114,OFF
534923,NOT
147735,NOT
536448,NOT
404484,NOT
410159,OFF
599271,NOT
384196,NOT
579360,OFF
335224,NOT
813528,NOT
496368,NOT
587325,NOT
831705,NOT
833641,NOT
406152,NOT
968617,NOT
737981,OFF
200709,OFF
384056,NOT
907982,NOT
267010,NOT
932441,OFF
647791,OFF
222275,NOT
918633,OFF
673128,NOT
255592,NOT
700464,NOT
671024,OFF
414919,NOT
630821,NOT
919627,OFF
376164,NOT
661201,NOT
226984,NOT
539159,NOT
999715,OFF
933162,OFF
967955,OFF
883326,OFF
557174,NOT
633595,NOT
974649,NOT
676017,NOT
905049,NOT
874151,NOT
727137,OFF
288099,NOT
441616,NOT
914845,NOT
391548,OFF
475519,NOT
606501,NOT
410621,NOT
457192,NOT
742788,OFF
782612,NOT
394007,NOT
453202,OFF
623940,OFF
658855,NOT
211488,NOT
925513,NOT
102727,NOT
608917,NOT
589613,NOT
990200,NOT
983810,NOT
423695,NOT
850429,OFF
447395,NOT
